

Insect numbers for this group are 46-47;
dt;xt_46;yt_46;zt_46;xt_avg_46;yt_avg_46;zt_avg_46;xxt_46;xpt_46;xp_46;wd_46;xp_avg_46;wd_avg_46;PCAsigma_46;PCAmu_46;PCAwt_46;vxt_46;vyt_46;vzt_46;vxt_avg_46;vyt_avg_46;vzt_avg_46;vavg_46;vv_46;vv_avg_46;vvt_46;vpvt_avg_46;axt_46;ayt_46;azt_46;aavg_46;axt_avg_46;ayt_avg_46;azt_avg_46;curvature_46;curveRadius_46;vxp_46;vxp_avg_46;axp_46;axp_avg_46;thetaToR_46;psiToR_46;aa_46;xt_47;yt_47;zt_47;xt_avg_47;yt_avg_47;zt_avg_47;xxt_47;xpt_47;xp_47;wd_47;xp_avg_47;wd_avg_47;PCAsigma_47;PCAmu_47;PCAwt_47;vxt_47;vyt_47;vzt_47;vxt_avg_47;vyt_avg_47;vzt_avg_47;vavg_47;vv_47;vv_avg_47;vvt_47;vpvt_avg_47;axt_47;ayt_47;azt_47;aavg_47;axt_avg_47;ayt_avg_47;azt_avg_47;curvature_47;curveRadius_47;vxp_47;vxp_avg_47;axp_47;axp_avg_47;thetaToR_47;psiToR_47;aa_47;xb__46-47;xb_avg__46-47;vxb__46-47;vxb_avg__46-47;axb__46-47;axb_avg__46-47;phi1to2__46-47;psi1to2__46-47;phi2to1__46-47;psi2to1__46-47;phiO1to2__46-47;phiO2to1__46-47;phi1to2__46-47;phi2to1__46-47;phiE1to2__46-47;phiE2to1__46-47;alpha1to2__46-47;alpha2to1__46-47;dphi1to2__46-47;dphi2to1__46-47;dpsi1to2__46-47;dpsi2to1__46-47;dphiO1to2__46-47;dphiO2to1__46-47;dphiE1to2__46-47;dphiE2to1__46-47;dalpha1to2__46-47;dalpha2to1__46-47;
438.6875;-40.30380622050094;-225.2851558107891;15.701405010599345;-41.786758214589725;-228.1706278875148;14.775670818522139;0.0;0.0;87.17433711136219;16.665210705671388;88.88910086756911;15.986282008806672;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];;;;;;;;;;;;;;;;;;;;;;;;;;;;-118.83883413886468;-181.56276840617403;9.210159315524933;-116.66431585314845;-178.44468592360005;9.46647289413858;0.0;0.0;44.64139641709526;19.90512863214772;40.93304663199682;19.826029602995312;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];;;;;;;;;;;;;;;;;;;;;;;;;;;;90.11955415541755;90.10979149628344;;;;;;;;;;;;;;;;;;;;;;;;;;;
438.691666667;-42.28578327478995;-230.17154445359574;14.533777853383057;-41.99667975418669;-227.64717834745088;14.66521471431967;0.5746886328573733;0.5746886328573733;90.36355313976108;15.842363837118903;88.333044231347;15.896524039246515;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-67.23853628582962;181.20393454768757;-17.116940203793767;-82.40863684810489;206.73129264377474;-21.16658079403296;223.55544038971448;194.03318350056443;223.6446778080192;193.73549188434532;223.69721662346248;-9756.950390235934;24945.083832058706;-3387.0871767185;9867.963607130914;-4084.242194269374;8967.314733157553;-531.9190978949187;0.012431419543594006;80.44133628450395;-189.1119820777667;-218.92826056598585;-26422.430495100474;-9780.04726917301;22.37039115754163;76.63873460236023;26998.660112099133;-117.3296565889141;-179.37929835385478;9.381263498405303;-115.94085972001669;-177.48314470867575;9.511978917289927;1.2041682119650492;1.2041682119650492;42.05014311307258;19.84321356492605;39.75979870384418;19.761439072853683;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];143.38412851518365;139.5870795264121;0.9508196364747455;174.78163394506575;168.34337795942056;5.218024399144218;242.72482412379117;200.11113197109427;243.02101956632816;199.07420066347507;243.21644262721284;26944.486773126377;29964.540254789328;1554.80361599372;6940.747277172595;6130.920497055221;3235.248172436235;344.8998218540525;0.03281803042255216;30.471054695372942;-197.50352160080126;-240.06414893509032;-39828.99774127996;-6666.3410317425205;46.08770104385906;-91.18618738538686;40327.366073578116;90.7633383587295;89.59444434025507;-192.83726205469836;-229.72874187388254;-28499.241219446387;-11705.756785200152;33.98975078422315;-87.84647681010169;78.11506374909085;86.88496463849101;nan;30.990343875007028;33.98975078422315;78.11506374909085;nan;47.12471987408382;56.36014194176478;124.20276479294992;;;;;;;;;;;
438.695833333;-41.7749105486573;-227.79475013652672;14.696229334187237;-42.19214457212897;-227.10869913954463;14.623295928546224;1.146843002219398;1.1490783411576444;88.55395910865899;15.900311464881755;87.77443901518214;15.872570732489725;[1.01882549 2.1357561  0.63067035];[ -41.79154429 -226.98786683   14.75508465];[[-0.61755362 -0.49683531 -0.60973945] [-0.31809637  0.86676676 -0.38409646] [-0.71933457  0.04324425  0.69331646]];-93.23257271668733;238.7475920464442;-24.249922300037483;-84.11709423013568;205.1315801844593;-21.20453754845199;222.72019024627852;257.4505468141515;222.93466365543668;257.3800315301364;222.9921532396117;-2720.1870965871008;2675.871767370577;-36.74422948157819;9464.833697503398;-3879.3141450548546;8622.701580186043;-427.803862103047;0.011501450225076251;86.94555733673754;-251.93492200543295;-218.43018250006827;-3732.580670206611;-9372.780778485716;22.9231339404486;76.92887707045246;3815.8953987563773;-115.48157903302689;-176.80037784113324;9.629369946151357;-115.5773189655536;-177.16164073369413;9.502444106608646;1.6819813081922688;1.6895727841512864;38.946857634099175;19.80706530389397;39.28260519145624;19.6993043713333;[2.08344619 3.01032302 0.2306227 ];[-115.76178243 -177.12803412    9.55954673];[[-0.57849887 -0.57876808 -0.57477523] [-0.42793176 -0.38454735  0.81792282] [ 0.69441591 -0.71913201  0.02521304]];202.2678416436569;197.11485333439862;5.600725552571624;174.65955612351348;165.0275182652593;6.100316080301944;240.3690000526957;282.485244384446;240.94181465989558;281.94935726644286;241.1546292546106;1319.695528566049;-2351.20882693075;677.1512237348143;5933.908523924508;5445.267936174593;2345.5124577120996;242.69071735475578;0.035262155653246564;28.359014968726978;-279.4498528844003;-237.58981128289238;494.75872511666796;-5538.865232790572;46.64165756824972;-91.37365541475927;2779.984355308471;89.77066363196877;89.03834499505736;-264.73979481970366;-231.4251825385655;-6013.974507787319;-11249.118048935114;33.06631366538735;-87.58952172436024;77.92416670901507;86.972222802557;nan;30.367777720166444;33.06631366538735;77.92416670901507;nan;47.556388988848624;55.98944760583595;124.5658242772648;-313.6352218514954;-202.72414929850206;67.69989018836459;36.77768241849938;nan;-147.85584872870433;nan;-54.86830056979772;-90.93997708233275;84.47584957714932;
438.7;-41.24258760724406;-224.04060424103892;15.061880199704234;-42.557000889901424;-226.13714555955485;14.522573545954852;2.1891510652254493;2.191758296735723;85.6145214118569;16.13606931517411;86.75711104736705;15.806087349101452;[1.1524758  2.16425771 0.63985824];[ -42.26776057 -226.37503324   14.53754947];[[-0.6852371  -0.22355817 -0.69316077] [ 0.1954905  -0.97325725  0.12063907] [ 0.7015936   0.05283998 -0.71061548]];-101.6823763733255;246.91049205620348;-24.31288477584404;-90.53684214303401;210.78500364070692;-21.849689100961246;230.44445417248414;268.1328273794289;230.87291606843746;268.0375315278588;230.92512706446493;-1335.7186586028356;1242.3202373162003;6.522241094394619;8103.083856673482;-3463.597428536133;7317.227796879223;-348.7666983791661;0.00965930654875655;103.52710051724476;-263.3832284377055;-226.5613350429974;-1762.6064172894532;-8038.996252165625;23.83840321236913;77.5518051880142;1824.1563657247239;-113.87382600027455;-174.30491634319935;9.82304113537323;-114.74599198239125;-176.3199190459567;9.519902414260542;2.863119884159166;2.8727484875222693;36.10015228752291;19.749841777068703;38.113936023839;19.59452714901571;[2.15021825 2.86954935 0.22966337];[-115.00588469 -176.31769833    9.48426302];[[-0.62202019 -0.64358147 -0.44597509] [-0.38848624 -0.2408588   0.88941862] [ 0.67983037 -0.72649152  0.10020351]];206.82064604188093;189.91451428386077;8.158096933681621;180.71657754361863;163.8901318933505;7.868380949263069;244.09090140736765;280.9072033793991;245.07238245236755;280.2223436897208;245.26370295372627;865.6505825837287;-1104.9539173304217;550.387039199143;4842.909876609039;4573.200237153192;1573.8693080456503;250.10210924995883;0.0320461571958612;31.20498953706534;-278.3247484785152;-240.81616406375153;45.29138970860481;-4346.0228874078275;47.822415395922924;-91.67451083582397;1507.7134951541;88.18379032406405;87.98746715646737;-283.03885436210516;-244.6729251592795;-2769.5740725733876;-9827.806688841809;31.770550453879288;-87.33152067581334;77.09270673970238;87.11670182581763;nan;29.80717819262046;31.770550453879288;77.09270673970238;nan;47.285528547081924;55.60895366624842;124.9151221356253;-314.2685808813238;-205.5162530274628;78.27547854327307;40.81515095713104;nan;-169.96781955674987;nan;-35.548433470713334;-89.63166000620157;85.12096761702719;
438.704166667;-43.35063378513886;-227.64727949677098;13.782130874761421;-42.969082678100655;-225.11913587249273;14.421213242712762;3.2916765983019176;3.2946767135694968;87.64335970983448;15.199371986308265;85.67498133180544;15.744484746807855;[1.79786788 2.77521859 0.90502498];[ -43.02762303 -226.46985067   14.20169737];[[ 0.64549854  0.37328736  0.66632438] [-0.33284001  0.92271022 -0.19448233] [-0.68742211 -0.09624135  0.71985307]];-108.43189652019419;250.92246707350085;-24.375967629809665;-96.87844516311283;215.42671155165237;-22.44708612757622;237.27193863329038;274.43350462927765;237.95479130192473;274.287124528625;238.00187224863964;-1904.0510118971893;683.4277709892151;-36.80201099791796;7050.240987345336;-3153.799189155836;6298.181483461484;-303.90566876421315;0.00829175980812656;120.60166033993453;-270.2880086588371;-233.76271093862567;-1551.6880888565072;-7004.788072866237;24.778927646856598;78.11986177160084;2023.3235435983759;-113.28501637273658;-173.5928096526274;9.753899729707868;-113.89175361852466;-175.51901695590897;9.5491168195467;4.031559285410489;4.044081412706449;35.20853062686799;19.593092945085285;36.95385641742169;19.499003567985888;[3.05991822 3.85106235 0.31626907];[-113.73256631 -174.78016261    9.61279268];[[-0.59055667 -0.59717206 -0.54279679] [ 0.4318974   0.33429462 -0.83768236] [ 0.68169455 -0.72913143  0.06049714]];209.83150108349363;182.40470027553093;10.438140096171267;186.25745797940993;161.92821637787216;9.645048309322224;246.99314741336408;278.2259662544561;248.42936123098556;277.37587483255646;248.59998308380773;579.5598373922711;-2499.7568066695517;544.0336787968996;4151.041651890759;3988.1364375883486;1119.96959762983;267.54934366758266;0.029104415017055213;34.35904825484378;-275.65227164145284;-242.73187052979256;1237.497492082619;-3561.124394914141;49.03499089221131;-91.9443953871921;2623.0986144775798;88.48124221662972;86.8321800382285;-295.9868152866452;-257.135413351733;-3445.447171211463;-8721.252456375323;30.452686816627264;-87.02535597279105;76.23479879819575;87.27870348937755;nan;29.135645647428362;30.452686816627264;76.23479879819575;nan;47.09915315076739;55.231614463483865;125.26978969040707;-311.4281974218277;-206.26189744337864;89.05801498784655;44.77590186435216;nan;-187.22726774904902;nan;-19.0346296943292;-87.64470087594204;84.94229175536583;
438.708333333;-43.721637822026395;-226.1484036189267;13.837063301680487;-43.40435402634503;-224.07955812575503;14.319966172823003;4.422797161288908;4.426239353141865;86.15627910683973;15.280026711217783;84.56225081038816;15.685720281143324;[1.71531289 3.75700463 0.82392946];[ -43.28345657 -225.17502949   14.16808901];[[ 0.69482858  0.11308065  0.71022954] [-0.21072903  0.97622743  0.05072743] [ 0.68760927  0.18491285 -0.7021401 ]];-116.46545179093457;253.1136039549;-24.557563386967185;-103.12986809561849;219.45790012313873;-23.01579138032831;243.57189138474087;279.7030065755629;244.4954513052091;279.40989312470805;244.53806041976324;-1952.0555180620363;368.3179320830549;-50.36395243777278;6082.465785510587;-2865.124694678755;5359.175041796949;-258.25062871086925;0.007510526200657528;133.14646314827482;-276.2271354670446;-240.37953670479283;-1299.0927790857743;-6049.229006611398;25.71037755299345;78.63066784954057;1987.1374820066017;-113.69109912099312;-174.93943106465053;9.250782063614125;-113.02248659871047;-174.73729809359264;9.587886555374494;5.198306081571382;5.213787625331622;36.44668976416268;19.168152223184016;35.794563119853485;19.41126306852016;[3.42748296 4.15660442 0.31620863];[-112.78048495 -173.72104845    9.66013404];[[ 0.58982575  0.59874814  0.54185446] [ 0.4460013   0.31783805 -0.83669697] [-0.67319272  0.73517321 -0.07957338]];211.8506120199174;171.09405116386696;12.879195072082997;191.49741290133625;159.58099854142742;11.411042345834732;249.5346992520326;272.61645185605045;251.39226242035357;271.31106408388086;251.54458053011206;389.6134120916316;-2929.3547669352397;627.6727096418641;3504.2515343854293;3428.6158769004305;669.2570917931204;276.52654482624445;0.027081774425990076;36.92520232501129;-269.4794063172149;-243.90390585102716;1725.4778635544922;-2787.8729870663333;50.2443922346248;-92.18235545963181;3021.0744763870116;86.8280966054586;85.62881003678531;-310.04175121927466;-269.02212937128803;-3300.922076456655;-7694.609580851541;29.15164561320397;-86.67922502128665;75.38007129780841;87.45682808379341;82.44080275324082;28.390779696315498;29.15164561320397;75.38007129780841;-53.28915714003685;46.989291601492916;54.86202316619742;125.62446353243321;-318.4115262792264;-199.6659621356488;103.6332531259667;48.18426016608378;-1145.7673267858497;-212.2921136949362;827.3558005066232;12.626151559287386;-94.09804147230027;93.12502016266109;
438.7125;-43.19496473103756;-223.53749493187843;14.150359737592709;-43.87268181576812;-223.0281153135488;14.2180801791312;5.57740263603838;5.581766791758807;84.16629010978073;15.48187999091272;83.42258125965051;15.630493055296002;[1.71758873 4.78166583 0.77094497];[ -43.57279899 -223.79305853   14.13378639];[[-0.71524093  0.16317688 -0.67956141] [ 0.08127848 -0.94634093 -0.31278211] [ 0.69413559  0.27894828 -0.663599  ]];-115.92474182316657;245.10535713890414;-25.12771832328229;-109.188453678708;222.62445524764618;-23.52947103555706;249.07308665986315;272.29870380354697;250.2354534896933;271.98756162992953;250.27410724400957;2211.596302575849;-4212.276403738784;-223.31041699204587;5321.6071781086675;-2640.769928036837;4614.512796656861;-228.27350867785452;0.007025546497613732;142.3376815368962;-269.07021160103835;-246.13489102098006;4734.4162347390575;-5292.761986053972;26.643790118070616;79.09770623496641;4762.803612306398;-112.54118158009237;-173.64428667346573;9.341325467079358;-112.1431577761638;-173.9989777869476;9.636101320348049;6.343024909013024;6.362987658801517;34.73505985914766;19.08705694218758;34.656754153745005;19.332215130076097;[3.65018712 4.12019209 0.29662006];[-112.00097571 -173.06646625    9.63541232];[[ 0.60133334  0.62443986  0.49847073] [-0.44639904 -0.25485391  0.85777467] [-0.66266591  0.73832537 -0.12549721]];211.52296075856108;172.22115764380015;13.86960188447468;196.21855921075002;156.642726386654;13.122451633527758;251.41771108150087;273.119856335405;253.6860835802072;272.18201304110477;253.8222552263225;-546.8860175401743;3470.3658772789195;-152.27743969240922;3058.329377513359;3022.414244377122;371.5233897351867;283.480312591887;0.02534566753417759;39.45447475989895;-269.77236943880166;-243.92670791392572;-1866.1001619037427;-2217.9519070950305;51.461692468865316;-92.38594837871901;3516.491441337816;85.56492758255831;84.36562324417537;-303.79716308363555;-279.9990686592706;6298.324381522333;-6874.593000957799;27.857451838114393;-86.283205847893;74.51594965283583;87.65183600491348;76.60016499100965;27.575418416187706;27.857451838114393;74.51594965283583;-48.742713152895256;46.94053123664813;54.50124195618501;125.97764212170114;-303.6270640105846;-184.98695104928183;107.04340552339588;48.93292622087989;-793.7008146676417;-212.30113833005578;490.07375065705656;27.31418728077354;-95.70260570401427;95.83015005434468;
438.716666667;-46.58317230450376;-231.0587803776021;12.336067242459592;-44.37489945793527;-221.97027809279945;14.11531981126513;6.751212937326024;6.757267467603194;89.1610509160375;14.242840239416179;82.26035801483155;15.578761874615418;[1.80346569 6.30695845 0.72066159];[ -43.89995578 -222.06760851   14.15916845];[[ 0.72863559 -0.34646435  0.59080677] [ 0.05432368 -0.830663   -0.55411905] [-0.68274382 -0.43584566  0.5864294 ]];-114.78276958698402;241.30280754711433;-25.116911653255034;-115.06302955090632;225.02377176049538;-23.992701572780668;253.8717163362488;268.38962046840743;255.27210891430346;268.15219826087406;255.3073621099197;-1663.4496291811101;2387.0525996309652;228.49761860223563;4712.429475988449;-2460.048486801099;4014.0432615355085;-206.421179324616;0.006733638639767745;148.50811774991413;-265.1930645580376;-251.11295672082764;-2873.385654045831;-4681.6130392768455;27.579656593062214;79.52855595787534;2918.4406699356787;-109.92078756089208;-170.22626261638544;9.989700151719674;-111.25706483187943;-173.31151433389505;9.695213180975088;7.4592316156016665;7.48604639157566;30.486037217422034;19.333373215540565;33.548901400545404;19.263845437011934;[3.90529542 4.04019789 0.28308275];[-111.24828894 -172.56932233    9.61126803];[[-0.6153325  -0.65181974 -0.44327976] [-0.43190449 -0.1916315   0.88132621] [-0.65941219  0.73376317 -0.16360678]];208.76676246378386;170.06575139473358;13.547954799010839;200.49592044701447;153.23661855618747;14.748377472065606;252.77972628454322;269.6098440085253;255.45679365532916;268.97580075854233;255.57908970961606;-776.0891639534993;-4504.960876778049;-2.113161331242686;2731.311503884897;2711.6433697629104;162.47516259041973;283.99751410186957;0.023868339992658284;41.89650391722224;-265.9393028646437;-242.84523903280927;3705.9721174627657;-1764.6920213763638;52.68431708712513;-92.55325572080132;4571.32271417778;87.85074935400108;83.04512877662704;-299.252654055063;-290.09327328503434;-4116.960047734607;-6200.804743410649;26.498216227528065;-85.81561457856516;73.7161882800015;87.85836358517982;72.89274169663562;26.621678748847238;26.498216227528065;73.7161882800015;-46.39452546910756;47.094509531154266;54.07787282059028;126.40050536712664;-292.5652126347543;-176.32939752546358;116.74236870184575;51.232735413148006;-630.5236387611949;-215.5621123780548;337.95842612644105;39.23271485259123;-94.59728613809509;96.0842252602758;
438.720833333;-44.79111095669185;-222.5446429730963;13.716362766478781;-44.838721330966884;-220.98557067071252;14.008682526435942;7.843965649634526;7.850954327509346;82.50161880502208;15.246747770236517;81.18032949629527;15.519239006655765;[1.7266465  7.08551021 0.59131979];[ -44.37271954 -220.94470707   14.05277288];[[-0.75349983  0.51191605 -0.41252873] [ 0.03640715  0.65899653  0.75126433] [-0.65643927 -0.55105855  0.51519118]];-122.51096783046337;248.7061714701326;-25.28993530860864;-121.18988603944847;228.90953555753552;-24.54038299628205;260.1707023187379;278.3941051710712;261.6922982191038;278.05465270842706;261.7229381712679;-2046.0855276580055;1166.562083371957;-311.5489731766071;3808.214492619503;-2183.4469099109415;3115.860625405291;-162.69534857066125;0.007537149857262205;132.6761466785059;-275.47473922883216;-257.51248102864616;-2061.8181878819805;-3767.017875897625;28.376493937302282;79.8979424744172;2375.7937291650674;-108.63111642578244;-168.57131257482678;10.13559279515249;-110.38046643649871;-172.56380147324077;9.751681336052687;8.61120835103564;8.639600864199181;28.44865551765778;19.283323519749082;32.408651075075035;19.19319576691957;[3.52925551 3.2511221  0.30199314];[-110.39907437 -171.88562716    9.59977959];[[-6.63526729e-01 -7.07196193e-01 -2.44143040e-01] [-3.45871266e-01  5.93698420e-04  9.38281789e-01] [ 6.63404362e-01 -7.07017108e-01  2.44992777e-01]];212.80112688771936;162.71996047855984;15.071854584909582;205.6660157982637;150.98966962116063;16.35242055004287;255.66343509482218;268.30815482101167;258.52567725175896;267.2003579355387;258.62944854483044;2712.5840874599703;978.9812371033117;733.5850585635569;2212.9425105148703;2178.5554110066437;-258.8828892856219;289.81118966088604;0.0230941832570843;43.3009467738264;-263.53868561860276;-243.49488016379328;-2553.6758394383173;-1020.1933273646541;53.80183497807604;-92.68845098453441;2975.678701118296;83.67489830386312;81.83398021846344;-316.21544180842244;-301.49804497518375;-4025.1780737996633;-5208.390126947553;25.327226304677897;-85.3911774685261;72.97439172741603;88.05961039008989;69.98599153540687;25.806242263426782;25.327226304677897;72.97439172741603;-44.658765230728974;47.16814946398925;53.70372024198018;126.77622670549206;-301.94867914599763;-178.5354114076686;137.27883173657156;55.704216519763534;-544.3839827411097;-236.07058539414578;242.4353035951125;57.5351739864772;-98.717082671599;101.75692472387527;
438.725;-44.566058869397025;-220.56479734738502;13.875581938474767;-45.33142253783246;-219.95942136322827;13.906012214153433;8.985814589513184;8.993879554075537;80.91349756740253;15.345087206992048;80.05041581016818;15.466822929844389;[1.93341419 7.05160938 0.60918334];[ -44.79796899 -219.65309136   13.96633621];[[-0.74516015  0.499006   -0.44241313] [ 0.01790788  0.67813522  0.73471894] [-0.66664508 -0.53956059  0.51425548]];-129.5372996335412;252.4206210525323;-25.775498490024514;-126.7772627906239;230.92077961765304;-24.969185170325993;264.6135692438648;284.8867463595055;266.23386952813564;284.3866927280174;266.2624055823199;-1326.5537378222475;616.3737161809073;78.47864609673135;3123.5918897889514;-1951.6906328266834;2436.25389210232;-111.34155068162379;0.008103958100381154;123.3964918886941;-282.28099446401677;-262.00967207168674;-1205.1843250091194;-3060.555164012822;29.229389313866207;80.2475501666515;1464.861862163806;-108.28824669240902;-168.23062005616373;10.08375515863176;-109.51734181133762;-171.89429973893056;9.808112804300846;9.700696621936103;9.733402126500751;27.982410974644207;19.181689047972174;31.33274054332694;19.12546237398067;[3.15296893 2.56286875 0.33777135];[-109.64817359 -171.37652441    9.57204515];[[-0.70410726 -0.7098497  -0.01861093] [ 0.26164688 -0.23498692 -0.93612075] [-0.66013171  0.66399891 -0.35118596]];218.83827057589153;159.7814955313559;17.573970979210355;209.60130917746932;147.54856082495795;17.907376323489498;256.95128086315594;271.53113898568233;259.9882007947174;270.0780396028691;260.08284010026654;185.24488286538437;-2389.444411763162;467.4308107018987;1845.3218614933037;1679.5778242934753;-717.2853706765618;264.0696909152867;0.023714447069587453;42.168387779213624;-265.47656612818673;-242.10902110501658;1623.4931948366368;-262.8096214695208;54.95443061033757;-92.80864582217988;2441.772271594435;82.54551038081075;80.55135665948677;-330.14503921513165;-310.8600972829115;-2661.0286814268266;-4425.8564836288115;24.06017278890733;-84.84276150605066;72.24677663395731;88.28530304695566;67.63837804029711;24.82532781236508;24.06017278890733;72.24677663395731;-43.57820525138978;47.42144882159223;53.28956210277354;127.20120724429488;-302.1057867266128;-180.09113030797275;155.51304330564324;59.03978783884808;-490.76465245088525;-245.48017247849586;188.6588657242725;65.38904217052313;-99.94735576448103;104.3024471651858;
