dt;xt_21;yt_21;zt_21;xt_avg_21;yt_avg_21;zt_avg_21;xxt_21;xpt_21;xp_21;wd_21;xp_avg_21;wd_avg_21;disSTL_21;disSTL_avg_21;disSTLz_21;disSTLz_avg_21;PCAsigma_21;PCAmu_21;PCAwt_21;vxt_21;vyt_21;vzt_21;vxt_avg_21;vyt_avg_21;vzt_avg_21;vavg_21;vv_21;vv_avg_21;vvt_21;vpvt_avg_21;axt_21;ayt_21;azt_21;aavg_21;axt_avg_21;ayt_avg_21;azt_avg_21;curvature_21;curveRadius_21;turnRate_21;vxp_21;vxp_avg_21;axp_21;axp_avg_21;thetaToR_21;psiToR_21;aa_21;
86.3916666667;-63.3233927230355;-285.8933640012139;17.384993467234935;-65.36960418358551;-306.68896952022857;18.481356464032594;0.0;0.0;136.57555325646453;22.277099969032825;151.94023207179444;22.903818179794584;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86.3958333333;-62.251889422229;-280.16614025877476;18.30812854715326;-66.09564184070922;-303.9713343750168;18.324876757216494;2.8172961080967607;2.8172961080967607;131.15331795857261;22.964723556282607;149.39349706007457;22.93286613838895;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-149.69625963829486;639.7592669588292;-36.92098726426792;-136.02530660939377;631.7743643388329;-36.513778618042814;647.2827724440713;658.0760207680892;647.586401921352;658.0110247548549;647.6565701744956;3758.3125632130404;-1986.800250330413;101.10130980506717;4068.701177278885;3555.390040292088;-1975.702539212524;100.64992762835595;0.007304272207240555;136.90617923695714;4.730659885362311;-599.2902699315671;-591.6549750126976;1899.7077859104866;1889.1497921751993;12.567392303611888;75.31838133300806;4252.353469828475;
86.4;-62.58027470899126;-276.37666619984753;18.486348481966658;-66.75262977642967;-301.2883911217792;18.170160350607947;5.583533813748261;5.583838139993089;127.37612652283971;23.127419294455645;146.87993224898707;22.94780727104611;nan;nan;nan;nan;[1.33547849 5.79250914 0.91749428];[ -63.4589217  -280.24537139   17.79638181];[[-0.56002679 -0.54952249 -0.61999599] [-0.67930556  0.73296931 -0.03605477] [-0.47425094 -0.40097508  0.78377613]];-134.4843372100722;631.5047375293008;-36.50069868004605;-130.9769119772565;628.0445515496534;-36.322699494708864;642.5840401853179;646.6966611023402;643.2232349583537;646.4638453147031;643.2911814590602;3544.1463894078634;-1975.3786673793343;100.63733480291673;3988.569924860651;3466.398655766044;-1970.4525088494229;100.43562702187795;0.007244873353709012;138.02863779365447;4.660563139228734;-591.3974680933554;-588.0880550337882;1888.8416567135587;1884.1551068375124;12.211514751520435;74.83455211719124;4058.721767040257;
86.4041666667;-66.01923534731328;-287.1234651730102;16.178621055865293;-67.34436283963493;-298.6399409700457;18.017199176150893;8.300721314391582;8.301895046166855;137.34076149700383;21.45462486005724;144.39934851544376;22.949356001335794;nan;nan;nan;nan;[1.27380296 6.01731182 0.83228605];[ -63.67967131 -278.21991872   17.89597033];[[ 0.53451788  0.54168338  0.64874474] [-0.71738017  0.69661834  0.00941195] [-0.44682919 -0.47042747  0.76094788]];-120.15557150102805;623.2977381345796;-36.082341772733564;-120.9684746538261;620.8414170513215;-35.953815630360246;633.5377761781441;635.7982125755199;634.5977691888891;635.3508809223322;634.6613985931779;3334.397338006962;-1963.9858336228126;100.17410488855529;3834.255917208119;3293.728260469452;-1960.3234755739397;100.02227723893263;0.007121545853097867;140.41895125410178;4.519770251272538;-583.5498847899771;-581.1995646273374;1878.0028891904167;1874.518715328327;11.489971334949493;73.7612687863793;3871.10847350849;
86.4083333333;-63.11981627510454;-271.6672213061028;18.62381747437145;-67.874559193067;-296.02578562843604;17.865985178723243;10.970732524699221;10.973557823591626;122.65663391087648;23.263629293293626;141.95155721135967;22.938213306001966;nan;nan;nan;nan;[1.40551932 5.94597625 0.76113499];[ -64.11980809 -276.95426634   17.84359585];[[-0.51327539 -0.50175075 -0.6962719 ] [-0.69794463  0.71615001 -0.00156693] [ 0.49942134  0.48515496 -0.71777642]];-106.69155783447795;615.1381489863552;-35.66591343779802;-111.3233992457038;613.3843296809061;-35.57142148511178;624.4185784745553;625.339978118191;625.8573609114151;624.6416945237986;625.9168041040352;3129.0654090103376;-1952.6217490608487;99.71162006198286;3679.1739816738213;3118.4432158979007;-1949.798570638748;99.5923218980879;0.006977340821299944;143.3210768416628;4.367234868012686;-575.7474060144581;-574.0679710305534;1867.1914833410608;1864.5057173200366;10.78729960638146;72.57367054435521;3689.678093810606;
86.4125;-63.34055657976939;-270.5202430036282;18.627828249754273;-68.34686031331272;-293.4457273046977;17.716510316138972;13.595311988739535;13.600744919445564;121.48944696653034;23.279347700659287;139.5363701636875;22.915066714962553;nan;nan;nan;nan;[2.25470336 5.76608566 1.11249125];[ -64.973011   -277.77431861   17.4413001 ];[[-0.5770125  -0.48446474 -0.65753365] [-0.5784585   0.81076045 -0.08974   ] [ 0.57657814  0.32857482 -0.74806165]];-94.07389153369587;607.0258502962897;-35.25141057070557;-101.97456383711334;605.8421890609071;-35.18437220676594;615.3710342252597;615.2828146011;617.1123262831242;614.3070917116781;617.1676999884238;2928.15060241731;-1941.2864136934038;99.2498803231979;3525.970055877591;2943.196172892223;-1939.1310310602428;99.15627664065615;0.00681519645733272;146.73091322614232;4.206119122541289;-567.989917759798;-566.8548944569728;1856.407439165454;1854.3570286882182;10.096044496790833;71.23798507970571;3514.6136955818656;
86.4166666667;-65.1225340990438;-275.7923311304257;17.662055025878928;-68.76483099080738;-290.8995687056872;17.56876655914714;16.17607997906835;16.185208367879383;126.32526397970555;22.63607912413883;137.15359967440094;22.880590311309398;nan;nan;nan;nan;[2.78613898 5.45309821 1.29422345];[ -65.75162174 -278.17682294   17.1189455 ];[[-0.58932736 -0.47862899 -0.65085141] [-0.53330884  0.83561986 -0.13160976] [ 0.60685661  0.26954358 -0.74771071]];-82.28416792208327;598.9607222761271;-34.83883006692656;-93.08519894637392;598.2175015916503;-34.792679100660585;606.4153395095177;605.5892792979427;608.4027043079394;604.3191549433313;608.454190689496;2731.6529182292497;-1929.9798275205553;98.78888567220349;3375.610552615234;2768.862949374008;-1928.315366811728;98.71381174357724;0.006634332361007548;150.73106766211683;4.036687327481982;-560.2773060190756;-559.5626749976296;1845.6507566636703;1844.0674290742309;9.431758689213193;69.76008406191474;3346.1185042133525;
86.4208333333;-66.05975596960141;-275.1962162972069;17.287035530896375;-69.13195932982921;-288.38711303740524;17.422745891433816;18.714537753007594;18.728540579328488;125.57341206166716;22.378689224660235;134.8030585205271;22.835444731308744;nan;nan;nan;nan;[2.85815133 5.95278031 1.28174122];[ -66.20270701 -277.26623701   16.97689535];[[-0.6240445  -0.38099001 -0.68221337] [-0.44214222  0.89203477 -0.09372422] [-0.64426603 -0.24314725  0.72512116]];-71.30398232291132;590.9426451375293;-34.42816882192713;-84.80049072604717;590.5654824993275;-34.399110888027884;597.6135968809016;596.2237554355555;599.7957745286998;594.6512707895599;599.8436217347747;2539.572356445466;-1918.7019905422642;98.32863610899814;3229.800682888923;2597.198236302328;-1917.4246273745957;98.26785270484876;0.006435889653222983;155.37867394901917;3.8605273586746374;-552.6094567852901;-552.2440865964618;1834.9214358356726;1833.70641647436;8.808290531244587;68.15595689379869;3184.4173097777057;
86.425;-65.2608176587433;-269.85274967687616;18.033534861659618;-69.45165674850803;-285.908164004944;17.278440309619146;21.212072936924866;21.232181696979584;120.46321435892065;22.932885546975136;132.48455995409768;22.780277164400584;nan;nan;nan;nan;[2.78109047 6.60121908 1.27712316];[ -66.51447545 -275.66960787   16.95012128];[[-0.62728495 -0.37682788 -0.68155289] [ 0.43020563 -0.89716525  0.10008815] [ 0.64918157  0.2304241  -0.72489173]];-61.1149300594955;582.9714990921858;-34.01942373117485;-76.30016041519397;583.2031134619596;-34.02080643982145;589.1561773434302;587.1525565140364;591.3588833618276;585.2781503800792;591.4030281894466;2351.9089170659577;-1907.4529027585306;97.86913163358179;3090.1036513455138;2429.530261399676;-1906.9741926894358;97.84024437099119;0.006228158431191477;160.5611050277498;3.6833517562502722;-544.9862560514673;-545.2027027888132;1824.2194766814607;1823.7642840998908;8.151904076567755;66.18449667744635;3029.7574981082266;
86.4291666667;-67.78592143996892;-278.795711585825;16.07193039865561;-69.72725797881927;-283.46252581252287;17.13584182325934;23.669965009582754;23.6974274321326;128.8433122615322;21.45571106139969;130.1979177021817;22.715721353199044;nan;nan;nan;nan;[2.58779478 7.22870907 1.22642163];[ -66.95523574 -274.49811857   16.87162535];[[ 0.61148215  0.39908774  0.68324122] [ 0.48351779 -0.87197693  0.07659491] [ 0.62633867  0.28352286 -0.72616435]];-51.698606455120526;575.047164351759;-33.61259169013583;-68.22160649819199;575.7458643434958;-33.63724523987209;580.748613574893;578.3440096158411;582.9529961582813;576.1758432666044;582.993595519745;2168.662600090107;-1896.2325641693162;97.41037224595287;2953.6179397880314;2262.3418791375243;-1896.3597517167686;97.40558611757098;0.0060001521383329405;166.6624407090178;3.4980502687922073;-537.4075898106079;-538.0703909899192;1813.5448792009986;1813.6661311064438;7.525929914469554;63.950099681934084;2882.4094419542166;
