dt;xt_42;yt_42;zt_42;xt_avg_42;yt_avg_42;zt_avg_42;xxt_42;xpt_42;xp_42;wd_42;xp_avg_42;wd_avg_42;disSTL_42;disSTL_avg_42;disSTLz_42;disSTLz_avg_42;PCAsigma_42;PCAmu_42;PCAwt_42;vxt_42;vyt_42;vzt_42;vxt_avg_42;vyt_avg_42;vzt_avg_42;vavg_42;vv_42;vv_avg_42;vvt_42;vpvt_avg_42;axt_42;ayt_42;azt_42;aavg_42;axt_avg_42;ayt_avg_42;azt_avg_42;curvature_42;curveRadius_42;turnRate_42;vxp_42;vxp_avg_42;axp_42;axp_avg_42;thetaToR_42;psiToR_42;aa_42;xt_57;yt_57;zt_57;xt_avg_57;yt_avg_57;zt_avg_57;xxt_57;xpt_57;xp_57;wd_57;xp_avg_57;wd_avg_57;disSTL_57;disSTL_avg_57;disSTLz_57;disSTLz_avg_57;PCAsigma_57;PCAmu_57;PCAwt_57;vxt_57;vyt_57;vzt_57;vxt_avg_57;vyt_avg_57;vzt_avg_57;vavg_57;vv_57;vv_avg_57;vvt_57;vpvt_avg_57;axt_57;ayt_57;azt_57;aavg_57;axt_avg_57;ayt_avg_57;azt_avg_57;curvature_57;curveRadius_57;turnRate_57;vxp_57;vxp_avg_57;axp_57;axp_avg_57;thetaToR_57;psiToR_57;aa_57;xb__42-57;xb_avg__42-57;vxb__42-57;vxb_avg__42-57;axb__42-57;axb_avg__42-57;phi1to2__42-57;psi1to2__42-57;phi2to1__42-57;psi2to1__42-57;phiO1to2__42-57;phiO2to1__42-57;phi1to2__42-57;phi2to1__42-57;phiE1to2__42-57;phiE2to1__42-57;alpha1to2__42-57;alpha2to1__42-57;dphi1to2__42-57;dphi2to1__42-57;dpsi1to2__42-57;dpsi2to1__42-57;dphiO1to2__42-57;dphiO2to1__42-57;dphiE1to2__42-57;dphiE2to1__42-57;dalpha1to2__42-57;dalpha2to1__42-57;
342.295833333;-59.77396562591866;-253.9481159344137;12.273526385297302;-59.56543369291927;-253.99973263636633;12.401792429323255;0.0;0.0;106.05388472959568;16.261750681718357;106.10859530498249;16.247812872874515;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];;;;;;;;;;;;;;;;;;;;;;;;;;;;;-120.75706176373845;-260.36956019761936;20.643511545296292;-121.60616981850436;-262.747742557444;20.42731167953696;0.0;0.0;114.50113364317971;32.678930178109326;117.41482146128557;32.689487785834274;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.88884885468973;68.69851596632552;;;;;;;;;;;;;;;;;;;;;;;;;;;
342.3;-60.05233716370897;-253.14173629948527;12.982684724325779;-60.43689471223043;-252.82835327577826;12.738815843151924;1.498385363002226;1.498385363002226;105.19167388495077;16.989125817816795;104.86759974983546;16.60356682443994;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-300.3608033929151;-946.2430167466891;9.4263906701016;-281.87608917398865;-650.131142627028;24.42646194372428;709.0284086724845;992.8148446703332;725.949906990982;618.203048253633;880.5195479403393;-5943.626590846772;7865.523928909817;-4462.550502905883;11185.76232250052;-3213.592834683428;-10440.6534001217;-2405.5885780554318;0.006023586805597193;166.01404317287955;5.303885931043833;849.9098268926032;564.3019744381264;3436.852432419495;11765.325982087483;156.48166853262782;85.45691717552673;10821.622832027519;-122.34041839301968;-264.85461155023415;19.721794305594514;-120.4856844832402;-261.27468748269246;20.30328612900655;1.8549288333997114;1.8549288333997114;119.20329027392569;32.0413231381995;115.53237940204744;32.137464745578114;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];280.31172110756467;331.0467300247044;-28.453152978957906;285.5118894551522;320.32232313451686;-27.87999409188809;430.00084161441896;434.71390633930565;430.6417137589872;434.5431267674006;434.80664215846144;1752.8208239729781;-3497.546170033599;199.75215890443482;3798.7040440378582;1684.5760216147205;-3399.456888305269;189.8654948750763;0.01904171918486589;52.51626653515545;8.279465979695892;-425.4679918274077;-412.3314639203992;4141.965278099568;4073.728668274996;41.846555154912544;-85.83950890203617;3917.283622289429;63.737054433172254;64.67205193893142;-875.9232111973862;-831.9525934243788;14137.853780927755;13808.075004419257;62.92437319640812;82.88331554041098;44.598699351311126;96.5365886157891;25.20266504974401;nan;62.92437319640812;44.598699351311126;37.72170814666411;nan;219.40604172903593;86.44525450622368;;;;;;;;;;;
342.304166667;-61.32192264336828;-255.40192308932035;12.988779299578098;-61.60706138844556;-256.226081896876;12.840739900010256;3.0524661437818477;5.093415035496957;107.0762755680571;17.19631078617376;107.82189426728868;16.985783273786286;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-307.2941031388144;-687.4681549467427;5.073103435415582;-276.1050922843509;-629.9943343945065;28.153817280283718;688.418129324017;753.0390868130509;709.8725683714722;nan;nan;2124.269995867524;86789.09012277311;1965.036389263924;19866.755447159423;-3863.5066713784727;-19263.354457450703;-2946.9413370589514;0.011842199871636148;84.44376980962384;nan;629.5287433288746;548.5401582412907;-86391.54876596568;21139.79008024891;156.22466303082055;84.66893571514564;86837.31948514594;-117.87501348095648;-257.23238133136147;20.57425677401403;-119.33319489880782;-259.8645941580701;20.182959222947687;3.6794928728593868;3.680051840402646;110.65997575284075;32.18374697965692;113.72338602601596;31.831714603054458;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];287.4298268982994;316.73830912107695;-27.647921746372113;287.6805743855051;315.5180483890361;-27.658762011431794;427.87469994614696;428.6064271946453;429.2821221336793;nan;nan;1664.1741482620662;-3370.859560275452;186.81273028061852;3741.373480048996;1651.9274504178943;-3351.8205261206367;185.230603427595;0.019010343854323816;52.60294120206324;nan;-408.39241852391615;-406.0364770833014;4054.4959992370586;4039.943776612395;42.488953566065724;-85.94466995806077;3763.9166790776712;57.08889672410506;60.898420843241645;-817.8935452631778;-811.7271617302486;13717.086807855178;13642.88069651738;67.49731548005836;82.93201678422356;48.80323584372547;96.62728670361297;27.88341276345;nan;67.49731548005836;48.80323584372547;39.613902716608365;nan;223.7219785108789;91.29218940979119;158.99479572056998;334.45976078408967;63.12911838569051;21.01026640646843;1085.600705279299;nan;-926.6059095587295;nan;-443.6994481654198;765.3473958425028;
342.308333333;-63.58366096613658;-260.71978232687906;12.469679311352408;-62.884681414475075;-259.7438302380654;12.8616480085458;6.650077431777817;8.83604826249838;111.77634575083934;17.05959731174809;111.03401802642527;17.387372086653677;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];nan;nan;nan;nan;nan;nan;nan;nan;nan;461.48127660346074;659.8525176644725;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;-119.42332133256019;-262.5040610559213;19.48102478241796;-118.15027175673112;-258.5152252782099;20.06610070417486;5.476121556458089;5.478317518050261;116.09317098343095;31.383390370217572;111.98630338477471;31.640109824674504;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];nan;nan;nan;nan;nan;nan;nan;nan;nan;422.2175216568335;426.4538738784205;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;56.30639649040848;57.3702446824663;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-251.02279010578133;-98.71922537275972;51.21535005619307;-259.28146326287674;-477.03783084742565;39.212280602217746;544.361618964253;274.55589356644174;602.1800148365486;nan;nan;9415.35426429459;48119.82704463027;7477.357835769661;14697.825553126515;-2704.45390106831;-14298.859686435939;-2062.6722363846993;0.018221971219078818;54.878804712026835;nan;-27.142147675316174;407.36175981112035;-42274.69336282657;14763.333688130297;151.20221099844187;82.45055619175652;49599.168651616;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];300.5769670758351;289.68231890069666;-26.195833542527897;299.4941334528776;289.5361414107105;-26.441738799944453;417.40517331060653;418.2685509516349;421.36083967018783;nan;nan;1492.3562650662425;-3124.0328788681722;161.9040288164034;3434.1029293849765;1476.6501089662984;-3096.266138079934;160.3227603301138;0.018675094691747995;53.54725191524047;nan;-375.323007174388;-372.19072639467765;3882.9070912697302;3858.8654737888637;46.0796838582159;-86.49549220500882;3465.9661805445835;nan;nan;-707.0499917870628;-702.731636848374;12888.169787787085;12757.968166315219;68.8222721110619;83.4580927707705;51.59040051692368;96.80237225700004;36.93008530743593;nan;68.8222721110619;51.59040051692368;31.892186803625975;nan;220.02448310950376;97.67008437513958;-142.62768598137268;97.69361145300383;114.96727497272784;-62.81170779153712;922.1725159380164;nan;-1064.800201919389;nan;-695.6859593551343;407.3337788303841;
342.316666667;-65.05336569744304;-261.6841157576425;13.044749767663873;-65.25319557769357;-262.79583053176594;13.064283223056364;10.495754736803159;12.704591420364723;112.42345672639732;17.837530001150878;113.28865629880438;18.223188690674842;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-212.38681317405297;34.87113022967503;81.31407186213654;-253.71728843453639;-414.7463383968358;41.984720921150846;488.00584469346603;230.07853532332334;567.2126787389597;128.35465893599562;578.2580415641772;8638.54194600736;14405.83716197644;6562.092390105588;12333.650630658076;-2314.65141626097;-11985.289059021181;-1764.7019215835371;0.021342734274926257;46.85435273280865;12.341607723443499;-36.770096840661125;350.3325161715369;44886.970691546;11062.127385246265;148.19860710066928;81.99461373953226;18033.679819343353;-115.99427527401951;-256.91291140470145;19.64035853144061;-115.6992491320541;-255.98990105660187;19.84189587138256;8.994600903595169;9.00465302930927;109.78438289569243;31.005791783391768;108.72181543573363;31.252219104524304;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];306.62121109659694;276.91656475586313;-25.546281694093306;304.868824532842;277.3680607598057;-25.90551551964673;412.9759521280031;413.94681233091524;417.9175306675863;411.89519766890123;419.7440946464935;1409.1850575813303;-3003.892807219038;149.9347559760045;3286.395587977914;1392.6454152726642;-2973.0264600151413;148.48695582630666;0.01839644292796611;54.358334593032055;7.721798281515023;-359.31986454569113;-355.9249127990089;3798.7874621649107;3770.858845480618;47.80681545758902;-86.73365159962255;3321.3935260402905;51.58723402578658;51.02111025159183;-654.2010572282754;-651.2357016141763;12480.01974079157;12325.90091308922;67.63633152341096;83.96175204740652;51.67330238183794;96.65628781416767;41.59601179278719;nan;67.63633152341096;51.67330238183794;26.04031973062377;nan;215.83493862408022;99.48011783942695;-130.05867337904198;155.20396500403754;142.03236433041994;-105.87827998180637;1052.2927355102815;nan;-1182.3514088893235;nan;-722.2738321321137;457.1782445925473;
342.320833333;-66.38914867480149;-263.7132974094486;13.386243668403367;-66.21750839077816;-262.88007136961807;13.341710354144155;11.13525749628562;13.711547990085952;114.17073971117563;18.382385302096655;113.02940384487334;18.64611863807155;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-183.12971319698613;8.015196955111378;102.49998463210319;-251.65199126996487;-386.98438465249853;42.60619801108039;463.57407906824426;210.016623359726;554.5956999942791;145.1484191652343;559.0561894504823;4913.493326052955;-28894.391616398992;3199.2094984968835;11035.277876727883;-2176.357176969384;-10691.408426209835;-1653.6665682122957;0.022163520341754932;45.1191861482425;12.390653227069764;193.1610746945465;325.07324861541593;21345.130703087947;9058.0442672672;146.5933920536647;81.95544045210708;29483.27025555795;-114.02894257282547;-253.97011059843646;20.101955656013928;-114.43413259881481;-254.80966052941278;19.734117114629342;10.720624182816108;10.738176552398082;106.45391176212078;31.16033632063911;107.19143115383712;30.973070974110414;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];312.32271082799565;264.6468480358806;-24.945928096532974;307.4499733379503;271.42167426550037;-25.653119108327363;410.91762421023;410.1289177842397;416.3056642231672;407.40487066051855;417.6945164675814;1327.8390061717523;-2885.9349149395744;138.28886839674476;3213.1220754357164;1351.0476190532647;-2911.7818060265063;142.6552375338749;0.018229973093606563;54.85471617896738;7.614559796551013;-343.6648942259325;-347.85625004294184;3715.784382979323;3726.928787921566;48.66001858635839;-86.84544021243062;3179.7642319362185;49.087477419205605;48.18576106100544;-603.043986111081;-625.9438497356816;12076.075335821733;12109.664642015843;67.63370806121821;84.41615339554237;52.40451394569797;96.27894135873771;44.61485627357908;nan;67.63370806121821;52.40451394569797;23.018851787639136;nan;214.22710011488292;101.06453253205636;-279.8158035820914;275.9521283449064;211.45587822292518;-129.01358047484985;2019.1001051747908;nan;-2298.915908756882;nan;-1247.4962168665536;679.350434695159;
342.325;-66.80512305527031;-262.3070519807466;14.047558857512541;-67.0361119054683;-262.72807984773686;13.729521587134705;11.56537689460215;14.630030809424705;112.70949196125319;19.071395574801375;113.38927775705187;19.065825261475204;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-172.5048959281669;-180.8951957840134;107.19648710497434;-248.79817833138048;-338.197685676479;42.60833056593133;422.01146663515624;271.9781201210332;537.6769507503523;264.7685294357106;532.5977989115207;422.46516684490257;-54180.02542637749;-723.5914092329635;8516.265543064861;-1959.8674774913727;-8158.2048611386945;-1459.2435418251496;0.022166071998431455;45.113992234202044;11.805601156878886;78.77515048534855;280.510042792081;-47074.91542909518;5038.447840107805;143.2634807777315;82.18531498941601;54186.504007433665;-111.5620925581566;-249.4608308579921;20.315783523663967;-113.14454840665337;-253.6815740761039;19.62894185969466;12.427060884166224;12.454762777748336;101.48563363617066;30.97967563804845;105.72699965853761;30.642343830552925;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];317.68907108701165;252.86407632670847;-24.39342531125879;312.3331371201756;259.9308847664084;-25.187449274203907;407.124625882197;406.76974590436754;413.33155482766;403.3200739301325;414.0043180017561;1248.318110837507;-2770.159202029781;126.96636607862409;3069.0206875923604;1269.4254648347046;-2791.0951696848106;131.28108721821457;0.017849023152090117;56.025474978606894;7.389572657078624;-328.3534439237816;-331.98633454437106;3633.8978537129638;3639.905096712857;50.32326778749098;-87.05262269712851;3041.085426052745;46.98406492293262;45.56708496435895;-553.561254927039;-576.7893181189858;11676.336572877584;11679.996135913834;66.55250924525326;85.14535508349228;52.96666875687041;95.77396881432009;50.36511792203156;71.98424643266847;66.55250924525326;52.96666875687041;16.187391323221703;-19.01757767579806;209.81599002298475;103.28993654436138;-293.64416237124476;515.4938107748309;257.9539352322898;-131.63835227320112;nan;-2801.811701824822;nan;3317.3055125996534;-1525.513470975764;925.8585695826124;
342.329166667;-67.64540919935448;-263.5024473944003;14.164167190870032;-67.77051990457211;-263.05166428712255;14.172064585122031;12.344827655994806;15.546494831428742;113.74483914319381;19.31557230018985;114.05479889476997;19.47810085138861;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-177.6421184411171;-380.13025266363184;98.31419707419666;-244.51712569958352;-281.12449610233097;44.093672562884414;375.18509968981743;430.95407247258777;509.69113879867814;393.0929599341281;497.3237147808055;-2652.285769203276;-33850.230403840505;-3318.610903260483;4726.298822502301;-1500.375462993674;-4346.76412694765;-1091.9778634726024;0.0166219226144159;60.16151219069674;8.266476301400395;43.99893690603656;228.04057707919185;59557.79180546797;49.33158555517198;138.52938860963485;82.30479322447879;34115.77196139412;-112.20923820572617;-253.92037117580162;19.245149163068604;-111.83190881340663;-252.6035938166008;19.526167921030247;14.115664771650675;14.156416862486465;105.90567661614723;30.070893284410918;104.32707992415475;30.30652542886012;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];322.72789669062564;241.55915721430665;-23.887425899682704;317.2943102055152;248.4539402294909;-24.70418128117865;403.75157742989256;403.82512409773875;410.1863429573866;399.6104699550329;410.1258709890455;1170.622371578596;-2656.56566848966;115.96724902164257;2927.460433132261;1188.945158107847;-2672.457617874214;120.01782881269796;0.017410418455036786;57.43687336306973;7.140463033155714;-313.38086134790865;-316.35338495384553;3553.1278743658363;3554.6781023753583;52.0216711392741;-87.25697190939351;2905.365087331342;45.864664156297664;43.15806903795497;-505.7353401677095;-527.9471640137986;11280.80345195912;11260.111591657467;65.30190969803624;86.17828571406514;54.704115015236766;95.20382818811494;61.4406904833537;57.59079142965546;65.30190969803624;54.704115015236766;3.861219214682542;-2.8866764144186945;203.8312983076711;106.72578615451087;-457.7777833090405;550.8857643568879;274.17919061586457;-109.69042329043276;nan;-1917.2740015389938;nan;2468.1597658958817;-1899.1739959663498;972.7575432756933;
342.333333333;-68.52744690838857;-265.2044898059239;14.250541535467477;-68.4955444267875;-264.2498796239084;14.603966212309185;13.771781306564398;17.01207306771958;115.28356925674716;19.54291753878919;114.15630638697058;19.879314183267105;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];-192.6402256393427;-399.6256868817693;81.38553709685813;-240.24948055385764;-227.9580384630469;45.24650653731904;334.26325936326003;451.0371955821902;488.0735165836043;399.42291130172435;456.997302364875;-4310.759482091578;32094.99345121195;-4585.848983585671;4352.993836591933;-1369.257594166777;-4011.079619791294;-992.436026108935;0.02209496733289986;45.25917531052329;10.097340466975274;425.73316556475424;179.55619552190853;58653.51906462261;-1845.8538664989776;132.9979032060365;82.68119331086508;32706.287818186185;-110.679387100719;-252.13486183144056;19.293774276007127;-110.49759439017429;-251.5737097558878;19.425598727415323;15.788061500247604;15.844957747766102;103.81089955020904;29.890860948900222;102.99025030955545;30.01505102050428;nan;nan;nan;nan;[nan nan nan];[nan nan nan];[[nan nan nan] [nan nan nan] [nan nan nan]];327.4467924558179;230.72299828463468;-23.42658242321662;322.1682102901707;236.952169320295;-24.240662748804652;400.6573298938467;401.2521758085391;407.19213349766693;396.2465839491521;406.22238544349415;1094.7517883950177;-2545.1543143192084;105.29151722580018;2783.3387122034524;1107.116431391034;-2551.3658112774447;108.62822487245512;0.01689569711501167;59.18666706634491;6.863410385790803;-298.74249420698317;-300.4276515885564;3473.474444937938;3467.2740196193995;53.74297411088603;-87.45208245823308;2772.612173653481;44.418863491139106;40.95177337271462;-459.5487183246517;-478.7285870830823;10889.475973066345;10828.312543712838;64.10547455882845;87.29497121042607;57.26245051332343;94.67698254537774;nan;48.63581558414952;64.10547455882845;57.26245051332343;nan;8.62663492917391;197.10337776486494;111.00542462420947;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
